order_id,customer_id,order_date,platform,order_value_ngn,shipping_fee_ngn,payment_method,payment_processor,delivery_city,delivery_status,estimated_delivery_days,order_status
ORD3767257,CUST160986,2024-08-23 00:00:00,Jumia,469194.07,3445.61,debit_card,Paystack,Calabar,shipped,5,completed
ORD7785335,CUST505827,2024-01-04 00:00:00,Jumia,418787.61,3729.83,cash_on_delivery,Paga,Ibadan,shipped,2,completed
ORD7819191,CUST831592,2024-06-29 00:00:00,Konga,448197.76,3851.06,cash_on_delivery,Paga,Enugu,delivered,3,processing
ORD4315976,CUST629973,2024-03-21 00:00:00,Konga,151148.28,3244.45,cash_on_delivery,Interswitch,Lagos,delivered,7,completed
ORD5651425,CUST977963,2024-09-28 00:00:00,Spar Online,49321.37,2439.7,ussd,Quickteller,Aba,delivered,2,cancelled
ORD5685176,CUST404867,2024-06-06 00:00:00,Jumia,212372.82,3579.22,cash_on_delivery,Remita,Abeokuta,shipped,2,completed
ORD4767050,CUST584447,2024-08-01 00:00:00,Jiji,448116.32,1109.13,bank_transfer,Paystack,Abeokuta,shipped,1,completed
ORD4275709,CUST245282,2024-04-23 00:00:00,Slot,296461.59,1568.26,bank_transfer,Flutterwave,Abeokuta,delivered,6,completed
ORD5423301,CUST253867,2024-08-23 00:00:00,Jiji,483716.47,2351.49,ussd,Remita,Kaduna,delivered,6,cancelled
ORD5382855,CUST590943,2024-10-25 00:00:00,Jumia,444171.96,4217.57,cash_on_delivery,Paystack,Abuja,delivered,5,processing
ORD4816703,CUST263513,2024-04-16 00:00:00,Slot,440959.92,4470.93,cash_on_delivery,Interswitch,Warri,delivered,1,completed
ORD2338452,CUST750767,2024-03-30 00:00:00,Glovo,179755.76,3456.36,cash_on_delivery,Paystack,Kano,shipped,5,completed
ORD4624988,CUST261349,2024-06-25 00:00:00,Konga,178767.28,3364.93,cash_on_delivery,Paystack,Benin City,delivered,5,completed
ORD2133915,CUST419229,2024-01-19 00:00:00,Jiji,135166.17,4783.93,ussd,Paystack,Kaduna,delivered,2,completed
ORD4308721,CUST712573,2024-07-13 00:00:00,Jumia,246467.18,2683.86,cash_on_delivery,Interswitch,Lagos,delivered,2,cancelled
ORD5095436,CUST695507,2024-10-22 00:00:00,Konga,439808.65,3533.42,ussd,Flutterwave,Ilorin,delivered,2,processing
ORD5742825,CUST311869,2024-07-12 00:00:00,Konga,482372.04,2471.87,credit_card,Flutterwave,Aba,delivered,3,completed
ORD8518817,CUST426685,2024-06-07 00:00:00,Jiji,183678.54,1580.41,bank_transfer,Interswitch,Onitsha,delivered,4,completed
ORD7897313,CUST452865,2024-05-12 00:00:00,Jumia,175591.54,4246.21,bank_transfer,Paga,Abeokuta,delivered,2,completed
ORD7900028,CUST848602,2024-05-03 00:00:00,Jumia,127710.62,3458.77,cash_on_delivery,Interswitch,Ilorin,shipped,3,completed
ORD3532602,CUST743198,2024-01-29 00:00:00,Jiji,175365.77,4345.0,debit_card,Quickteller,Warri,delivered,6,processing
ORD1630191,CUST588114,2024-07-16 00:00:00,Konga,451496.68,4004.33,mobile_money,Flutterwave,Enugu,pending,7,completed
ORD2546669,CUST872270,2024-05-16 00:00:00,Jumia,73793.99,2123.3,ussd,Flutterwave,Enugu,delivered,6,completed
ORD5140206,CUST711230,2024-01-29 00:00:00,Jumia,265265.54,4938.98,debit_card,Interswitch,Kaduna,delivered,1,completed
ORD2957917,CUST835132,2024-02-14 00:00:00,Jumia,470304.14,3126.04,bank_transfer,Quickteller,Onitsha,delivered,3,completed
ORD8822915,CUST375808,2024-06-26 00:00:00,Konga,53682.28,3732.3,bank_transfer,Paga,Onitsha,delivered,6,completed
ORD4072433,CUST446988,2024-01-19 00:00:00,Konga,223435.4,4545.3,cash_on_delivery,Paystack,Ilorin,delivered,4,completed
ORD1472132,CUST539572,2024-06-18 00:00:00,Jumia,124270.04,1821.06,bank_transfer,Paystack,Benin City,pending,4,completed
ORD3238021,CUST180102,2024-02-21 00:00:00,Konga,244717.15,2091.93,ussd,Flutterwave,Aba,delivered,7,completed
ORD2127120,CUST103251,2024-01-26 00:00:00,Jiji,300874.38,4856.53,cash_on_delivery,Paystack,Port Harcourt,delivered,6,cancelled
ORD3152356,CUST434991,2024-07-13 00:00:00,Konga,273565.18,3533.43,mobile_money,Paga,Jos,delivered,6,completed
ORD7188950,CUST989509,2024-10-15 00:00:00,Jiji,149304.95,3653.26,cash_on_delivery,Quickteller,Jos,delivered,6,completed
ORD1401195,CUST311821,2024-03-14 00:00:00,Jumia,294630.02,2665.79,bank_transfer,Paystack,Kaduna,delivered,4,completed
ORD7162525,CUST411820,2024-01-22 00:00:00,Slot,42966.11,2318.78,cash_on_delivery,Paystack,Kaduna,cancelled,1,completed
ORD7415873,CUST788205,2024-03-24 00:00:00,Jiji,275043.82,4576.15,cash_on_delivery,Paga,Ilorin,delivered,7,completed
ORD3016105,CUST505171,2024-01-13 00:00:00,Jumia,482174.81,3421.45,cash_on_delivery,Paystack,Abuja,delivered,7,completed
ORD6177628,CUST610378,2024-02-29 00:00:00,Jumia,486164.93,4353.91,debit_card,Paga,Abuja,delivered,3,completed
ORD4224652,CUST797180,2024-06-17 00:00:00,Jumia,315726.03,2112.38,cash_on_delivery,Paystack,Benin City,delivered,5,completed
ORD7960926,CUST970125,2024-01-04 00:00:00,Shoprite Online,9040.25,3657.81,debit_card,Quickteller,Warri,delivered,4,completed
ORD1934146,CUST973229,2024-05-30 00:00:00,Jiji,428662.32,3540.93,debit_card,Quickteller,Calabar,delivered,1,completed
ORD3254087,CUST509008,2024-10-18 00:00:00,Jumia,312352.83,1736.08,ussd,Interswitch,Abuja,shipped,7,completed
ORD1005181,CUST922538,2024-05-29 00:00:00,Jiji,36249.56,4163.09,cash_on_delivery,Interswitch,Benin City,delivered,6,completed
ORD9603405,CUST653454,2024-01-26 00:00:00,Konga,299528.18,4634.49,cash_on_delivery,Remita,Aba,delivered,4,completed
ORD5758242,CUST884157,2024-05-23 00:00:00,Jumia,22892.37,4245.36,debit_card,Paystack,Enugu,delivered,1,completed
ORD1791380,CUST130509,2024-04-15 00:00:00,Konga,73682.34,2287.19,cash_on_delivery,Flutterwave,Warri,delivered,4,completed
ORD7695633,CUST231892,2024-05-29 00:00:00,PayPorte,89834.39,2744.59,cash_on_delivery,Remita,Aba,delivered,5,completed
ORD1829364,CUST537711,2024-07-05 00:00:00,Jumia,245871.0,3862.8,mobile_money,Quickteller,Aba,delivered,2,cancelled
ORD6437997,CUST936840,2024-04-21 00:00:00,Glovo,491747.23,4253.1,bank_transfer,Paga,Warri,delivered,3,completed
ORD3859443,CUST572287,2024-08-12 00:00:00,Jumia,5904.49,1293.8,ussd,Paystack,Onitsha,pending,2,cancelled
ORD2012014,CUST450279,2024-02-03 00:00:00,Konga,489482.63,4433.94,debit_card,Remita,Abeokuta,delivered,5,completed
ORD7936338,CUST907948,2024-05-17 00:00:00,Jumia,268318.34,4447.18,ussd,Paystack,Kano,shipped,1,completed
ORD6340762,CUST178804,2024-04-23 00:00:00,Jumia,411192.07,2428.78,cash_on_delivery,Paystack,Warri,delivered,7,completed
ORD6707199,CUST636951,2024-07-31 00:00:00,Jiji,272522.76,1487.12,cash_on_delivery,Remita,Port Harcourt,delivered,1,processing
ORD6627915,CUST370365,2024-04-14 00:00:00,Konga,221302.09,1629.97,cash_on_delivery,Paga,Kano,delivered,7,completed
ORD4954268,CUST876682,2024-04-30 00:00:00,Glovo,224590.3,4526.45,debit_card,Flutterwave,Enugu,delivered,4,completed
ORD6727252,CUST694282,2024-02-10 00:00:00,Jumia,311023.42,2680.58,mobile_money,Interswitch,Aba,pending,4,completed
ORD1957995,CUST453035,2024-10-08 00:00:00,Jiji,322821.0,1061.19,cash_on_delivery,Interswitch,Port Harcourt,delivered,3,processing
ORD4867123,CUST445122,2024-03-26 00:00:00,Jumia,242619.85,4019.62,cash_on_delivery,Interswitch,Ibadan,delivered,5,completed
ORD2813621,CUST986898,2024-01-28 00:00:00,Jumia,485581.85,1316.39,bank_transfer,Paga,Aba,cancelled,5,completed
ORD1518696,CUST621740,2024-03-16 00:00:00,Jiji,496173.84,3373.13,cash_on_delivery,Paga,Kano,delivered,7,completed
ORD7897406,CUST577013,2024-09-03 00:00:00,Konga,417814.74,2806.03,cash_on_delivery,Flutterwave,Ibadan,delivered,7,completed
ORD9335884,CUST545215,2024-02-26 00:00:00,Jumia,349870.0,2192.32,bank_transfer,Interswitch,Abeokuta,shipped,6,completed
ORD5699419,CUST936633,2024-08-03 00:00:00,Slot,82457.38,1117.59,debit_card,Paga,Aba,delivered,5,completed
ORD3436388,CUST353606,2024-07-16 00:00:00,Jiji,99909.83,4206.12,ussd,Paystack,Lagos,delivered,4,completed
ORD7466894,CUST495168,2024-01-29 00:00:00,Shoprite Online,199453.54,1633.18,bank_transfer,Quickteller,Ibadan,delivered,2,completed
ORD3495588,CUST788948,2024-06-21 00:00:00,Konga,366999.12,4149.01,cash_on_delivery,Quickteller,Aba,cancelled,7,completed
ORD7561865,CUST309561,2024-06-05 00:00:00,Jumia,45262.73,2830.05,ussd,Quickteller,Ilorin,delivered,3,completed
ORD5862132,CUST389789,2024-04-24 00:00:00,Jumia,322253.81,2742.16,bank_transfer,Remita,Kano,delivered,2,completed
ORD2671821,CUST805524,2024-03-01 00:00:00,Jumia,171131.0,2341.02,cash_on_delivery,Paga,Calabar,delivered,1,completed
ORD1055301,CUST388513,2024-02-05 00:00:00,Konga,7766.35,4757.73,cash_on_delivery,Flutterwave,Enugu,delivered,6,completed
ORD9210806,CUST177026,2024-05-14 00:00:00,Slot,20574.79,3422.48,bank_transfer,Interswitch,Ibadan,delivered,2,completed
ORD6536352,CUST555199,2024-07-22 00:00:00,Jumia,483838.29,4136.31,bank_transfer,Paystack,Port Harcourt,shipped,7,completed
ORD9268437,CUST554846,2024-08-04 00:00:00,Jiji,325099.11,1281.01,bank_transfer,Remita,Jos,delivered,3,processing
ORD3887859,CUST664912,2024-05-31 00:00:00,Jiji,195198.33,2204.2,cash_on_delivery,Paga,Abuja,delivered,7,completed
ORD9891158,CUST274319,2024-02-02 00:00:00,Jiji,409118.54,1488.49,cash_on_delivery,Paga,Abeokuta,shipped,7,completed
ORD2684952,CUST321655,2024-04-03 00:00:00,Spar Online,287043.48,2068.81,bank_transfer,Paga,Lagos,shipped,3,completed
ORD4703049,CUST200040,2024-02-15 00:00:00,Konga,219697.24,2582.52,cash_on_delivery,Interswitch,Ilorin,delivered,2,completed
ORD1005944,CUST574311,2024-09-02 00:00:00,Supermart,24111.07,2130.94,bank_transfer,Paga,Lagos,delivered,4,completed
ORD4868959,CUST846403,2024-08-01 00:00:00,Konga,103135.71,2555.05,debit_card,Interswitch,Ibadan,shipped,6,completed
ORD1776079,CUST801259,2024-06-03 00:00:00,Konga,467026.17,1879.73,cash_on_delivery,Interswitch,Port Harcourt,shipped,6,processing
ORD3463794,CUST546698,2024-05-08 00:00:00,Jumia,436923.41,2521.81,ussd,Quickteller,Kaduna,delivered,5,processing
ORD3004147,CUST153992,2024-04-24 00:00:00,Konga,416226.42,4814.36,ussd,Paga,Aba,delivered,1,completed
ORD7000794,CUST758882,2024-03-03 00:00:00,PayPorte,454713.35,3780.33,debit_card,Paga,Jos,delivered,1,completed
ORD6295918,CUST139482,2024-06-05 00:00:00,Konga,86255.84,2025.17,bank_transfer,Interswitch,Onitsha,delivered,5,completed
ORD8071423,CUST409483,2024-02-28 00:00:00,Slot,297811.88,2261.33,credit_card,Interswitch,Calabar,pending,7,processing
ORD6309795,CUST463994,2024-06-20 00:00:00,Slot,348248.74,4278.57,debit_card,Interswitch,Jos,delivered,6,completed
ORD8351044,CUST552132,2024-06-25 00:00:00,Jumia,306189.8,2215.17,cash_on_delivery,Quickteller,Port Harcourt,delivered,3,completed
ORD9719504,CUST646850,2024-01-24 00:00:00,PayPorte,228363.15,2748.26,cash_on_delivery,Paystack,Lagos,shipped,5,processing
ORD7650114,CUST466468,2024-07-23 00:00:00,Konga,476031.51,2462.75,bank_transfer,Paystack,Onitsha,pending,4,completed
ORD7129211,CUST920664,2024-08-15 00:00:00,PayPorte,104037.65,1887.37,cash_on_delivery,Quickteller,Enugu,delivered,2,completed
ORD6883783,CUST327516,2024-01-28 00:00:00,Jumia,349978.1,1753.73,cash_on_delivery,Interswitch,Port Harcourt,delivered,3,completed
ORD3629013,CUST355702,2024-01-07 00:00:00,Konga,447849.67,3170.63,debit_card,Paga,Abuja,pending,5,completed
ORD2004036,CUST869079,2024-01-28 00:00:00,Jiji,282435.31,3435.17,debit_card,Quickteller,Onitsha,pending,7,completed
ORD7438617,CUST456309,2024-09-03 00:00:00,Konga,214172.86,3497.46,bank_transfer,Remita,Benin City,delivered,3,completed
ORD6457995,CUST898652,2024-03-12 00:00:00,Jiji,399002.89,3794.21,credit_card,Quickteller,Abeokuta,delivered,4,completed
ORD7193284,CUST917850,2024-04-11 00:00:00,Jumia,499460.52,1043.54,cash_on_delivery,Interswitch,Kano,delivered,5,completed
ORD6886785,CUST271964,2024-01-27 00:00:00,Jumia,221672.02,4153.21,bank_transfer,Flutterwave,Abeokuta,cancelled,3,completed
ORD9033668,CUST450369,2024-06-02 00:00:00,Jiji,126847.73,3493.55,cash_on_delivery,Interswitch,Kaduna,delivered,5,completed
ORD5321030,CUST914425,2024-06-15 00:00:00,Jumia,52931.76,2144.11,bank_transfer,Quickteller,Calabar,delivered,5,completed
ORD2360789,CUST334833,2024-01-24 00:00:00,Slot,142925.05,1251.75,cash_on_delivery,Paga,Warri,delivered,1,completed
ORD3132325,CUST241028,2024-09-24 00:00:00,PayPorte,53336.03,1985.95,ussd,Flutterwave,Warri,pending,5,completed
ORD7607148,CUST261543,2024-09-23 00:00:00,Konga,182995.07,3112.51,debit_card,Paga,Kaduna,delivered,2,completed
ORD3649354,CUST506906,2024-02-12 00:00:00,Jumia,451745.64,4997.75,bank_transfer,Flutterwave,Port Harcourt,delivered,5,completed
ORD9337370,CUST768834,2024-03-28 00:00:00,Konga,20138.81,1091.95,bank_transfer,Remita,Abuja,delivered,4,completed
ORD2142170,CUST750048,2024-06-09 00:00:00,Shoprite Online,49678.28,1324.96,cash_on_delivery,Paystack,Calabar,delivered,3,completed
ORD8556158,CUST645567,2024-06-01 00:00:00,Jiji,276779.28,4545.81,cash_on_delivery,Flutterwave,Kaduna,delivered,4,completed
ORD3576764,CUST277903,2024-04-28 00:00:00,Konga,260225.84,4104.18,debit_card,Remita,Calabar,pending,4,completed
ORD7412949,CUST155895,2024-04-20 00:00:00,Konga,266677.12,3669.66,cash_on_delivery,Paga,Abeokuta,shipped,5,completed
ORD8955401,CUST600222,2024-10-15 00:00:00,Konga,418559.76,1269.59,bank_transfer,Paystack,Lagos,shipped,4,completed
ORD1295916,CUST728276,2024-05-17 00:00:00,Konga,230374.52,3347.38,bank_transfer,Interswitch,Enugu,delivered,7,completed
ORD1455360,CUST754602,2024-10-18 00:00:00,Konga,449391.94,3312.14,ussd,Remita,Onitsha,delivered,2,completed
ORD9767133,CUST286224,2024-09-01 00:00:00,Jiji,115806.62,4124.61,cash_on_delivery,Paga,Enugu,pending,3,completed
ORD2500974,CUST741452,2024-03-11 00:00:00,Konga,462766.98,4058.71,cash_on_delivery,Flutterwave,Kaduna,delivered,6,completed
ORD2995556,CUST300569,2024-02-18 00:00:00,Jiji,169172.57,4904.85,cash_on_delivery,Interswitch,Enugu,delivered,5,completed
ORD5688937,CUST930248,2024-04-29 00:00:00,Shoprite Online,21933.85,2452.7,bank_transfer,Quickteller,Abuja,delivered,6,completed
ORD7542690,CUST161136,2024-03-22 00:00:00,Jiji,77170.68,4376.09,bank_transfer,Remita,Abeokuta,delivered,5,completed
ORD2025948,CUST291279,2024-05-13 00:00:00,Jumia,237024.8,4368.94,cash_on_delivery,Interswitch,Warri,shipped,5,completed
ORD5561750,CUST455723,2024-03-16 00:00:00,PayPorte,371191.84,2651.11,debit_card,Quickteller,Ibadan,delivered,3,cancelled
ORD3867761,CUST295777,2024-08-22 00:00:00,Jumia,240072.54,3212.32,mobile_money,Remita,Onitsha,pending,3,completed
ORD6840737,CUST725744,2024-09-02 00:00:00,Konga,72085.28,4281.77,bank_transfer,Paystack,Onitsha,delivered,5,completed
ORD1728388,CUST999230,2024-05-21 00:00:00,Jumia,150726.67,3049.66,bank_transfer,Interswitch,Abeokuta,delivered,5,completed
ORD5403897,CUST315639,2024-09-11 00:00:00,Jumia,381912.52,2631.24,bank_transfer,Flutterwave,Abeokuta,delivered,6,completed
ORD2729634,CUST459258,2024-01-12 00:00:00,Jumia,75257.59,2764.35,cash_on_delivery,Paystack,Calabar,delivered,5,processing
ORD5024045,CUST914840,2024-01-12 00:00:00,Jiji,347033.93,1870.59,bank_transfer,Interswitch,Enugu,shipped,7,completed
ORD2198113,CUST686702,2024-02-08 00:00:00,Jiji,299068.76,4760.49,cash_on_delivery,Paga,Aba,delivered,4,completed
ORD6997412,CUST644125,2024-01-05 00:00:00,Konga,308000.49,3071.23,cash_on_delivery,Flutterwave,Calabar,delivered,4,completed
ORD6919444,CUST458216,2024-09-19 00:00:00,Jiji,157519.12,4048.91,cash_on_delivery,Quickteller,Kano,delivered,5,completed
ORD4319666,CUST675331,2024-01-22 00:00:00,Konga,7650.12,1343.35,debit_card,Flutterwave,Ibadan,delivered,4,completed
ORD5116391,CUST193454,2024-02-08 00:00:00,Jumia,28966.36,3469.06,cash_on_delivery,Paga,Warri,delivered,3,completed
ORD8124782,CUST612460,2024-06-18 00:00:00,Jumia,413071.99,2029.57,cash_on_delivery,Interswitch,Kano,delivered,5,completed
ORD2211671,CUST245092,2024-02-28 00:00:00,Supermart,477234.16,3748.71,cash_on_delivery,Remita,Abeokuta,delivered,2,completed
ORD1906170,CUST338281,2024-03-15 00:00:00,Jiji,250992.2,3612.31,cash_on_delivery,Remita,Ilorin,delivered,1,processing
ORD2276219,CUST793267,2024-07-17 00:00:00,Jumia,402170.55,3753.87,cash_on_delivery,Paystack,Port Harcourt,delivered,1,completed
ORD5765278,CUST933104,2024-04-08 00:00:00,Jiji,149758.97,4966.08,bank_transfer,Flutterwave,Abuja,delivered,7,completed
ORD7107476,CUST255088,2024-07-08 00:00:00,Konga,344364.7,4556.94,bank_transfer,Flutterwave,Benin City,delivered,5,completed
ORD9765588,CUST469860,2024-08-16 00:00:00,Spar Online,132241.97,4928.24,cash_on_delivery,Interswitch,Jos,delivered,6,completed
ORD8556407,CUST131377,2024-02-02 00:00:00,Jumia,55579.18,4738.53,debit_card,Remita,Warri,delivered,6,completed
ORD5790826,CUST627181,2024-07-09 00:00:00,Jumia,62055.06,4494.05,mobile_money,Interswitch,Lagos,delivered,4,completed
ORD7877589,CUST636450,2024-01-18 00:00:00,Jumia,495969.76,4740.88,cash_on_delivery,Quickteller,Kano,delivered,7,completed
ORD1220669,CUST346234,2024-07-12 00:00:00,Shoprite Online,220416.27,4516.78,cash_on_delivery,Paga,Ilorin,delivered,5,completed
ORD8846691,CUST999208,2024-05-31 00:00:00,Jumia,193387.86,2543.87,debit_card,Remita,Warri,delivered,7,completed
ORD1387860,CUST628337,2024-07-25 00:00:00,Slot,306509.14,2723.47,cash_on_delivery,Paga,Aba,delivered,7,completed
ORD8851715,CUST959414,2024-10-24 00:00:00,Jumia,196812.65,2681.16,cash_on_delivery,Remita,Kaduna,delivered,5,processing
ORD8539317,CUST150756,2024-07-29 00:00:00,Jumia,212300.33,3819.03,debit_card,Flutterwave,Benin City,delivered,3,completed
ORD5026797,CUST225915,2024-10-14 00:00:00,Jumia,452607.62,2366.6,ussd,Interswitch,Enugu,shipped,2,completed
ORD2069723,CUST734454,2024-07-04 00:00:00,Jumia,142159.87,1957.28,bank_transfer,Paystack,Onitsha,delivered,5,completed
ORD7736069,CUST689717,2024-05-21 00:00:00,Jumia,233919.96,4042.76,bank_transfer,Quickteller,Onitsha,shipped,1,completed
ORD4400588,CUST717290,2024-06-16 00:00:00,Jiji,339840.61,3296.73,cash_on_delivery,Flutterwave,Abeokuta,delivered,7,completed
ORD4932916,CUST576225,2024-05-08 00:00:00,Konga,297327.54,1850.04,cash_on_delivery,Flutterwave,Abuja,delivered,4,cancelled
ORD7956374,CUST405425,2024-05-29 00:00:00,Jumia,199309.87,4958.61,bank_transfer,Interswitch,Kaduna,delivered,7,completed
ORD7445712,CUST272857,2024-02-14 00:00:00,Jumia,436109.95,2174.21,debit_card,Remita,Enugu,shipped,5,completed
ORD7537924,CUST209343,2024-07-26 00:00:00,Jiji,372667.18,2068.55,cash_on_delivery,Quickteller,Kano,pending,7,completed
ORD6434511,CUST185173,2024-10-01 00:00:00,Slot,318885.59,2028.49,cash_on_delivery,Quickteller,Warri,delivered,6,completed
ORD1489201,CUST144442,2024-10-27 00:00:00,Jiji,421026.16,2328.05,ussd,Quickteller,Onitsha,delivered,6,processing
ORD2124375,CUST322578,2024-04-21 00:00:00,Slot,448728.51,1513.17,cash_on_delivery,Paga,Lagos,shipped,3,completed
ORD3356741,CUST942395,2024-08-08 00:00:00,Spar Online,39277.58,2579.54,cash_on_delivery,Remita,Aba,delivered,7,completed
ORD8494742,CUST667555,2024-03-22 00:00:00,Jumia,321869.75,2808.96,debit_card,Flutterwave,Kaduna,delivered,6,completed
ORD6944175,CUST899035,2024-05-24 00:00:00,Konga,442562.84,4907.36,ussd,Paystack,Onitsha,shipped,2,processing
ORD3917729,CUST651719,2024-06-08 00:00:00,Slot,382042.61,3704.84,cash_on_delivery,Remita,Calabar,delivered,4,completed
ORD6673083,CUST437760,2024-03-25 00:00:00,Jumia,252944.09,1212.82,bank_transfer,Paga,Lagos,shipped,4,completed
ORD5815685,CUST944704,2024-10-10 00:00:00,Konga,14284.57,1650.73,cash_on_delivery,Remita,Calabar,cancelled,1,completed
ORD8757130,CUST802306,2024-06-08 00:00:00,Jiji,119565.69,1094.57,bank_transfer,Remita,Enugu,delivered,1,cancelled
ORD2355295,CUST671529,2024-10-15 00:00:00,Jumia,499644.63,4427.41,mobile_money,Quickteller,Calabar,delivered,6,completed
ORD9440379,CUST775905,2024-03-08 00:00:00,Jumia,335010.36,1691.08,bank_transfer,Quickteller,Abuja,delivered,5,completed
ORD6494089,CUST972092,2024-06-13 00:00:00,Jumia,395457.43,1373.6,debit_card,Remita,Kaduna,delivered,4,completed
ORD1326473,CUST692639,2024-03-10 00:00:00,Jumia,187372.45,3602.28,ussd,Quickteller,Kaduna,delivered,2,cancelled
ORD2364531,CUST918473,2024-10-20 00:00:00,Jumia,321505.31,4954.71,cash_on_delivery,Quickteller,Jos,cancelled,2,completed
ORD5483257,CUST168960,2024-08-27 00:00:00,Konga,210199.72,1294.73,cash_on_delivery,Paystack,Onitsha,shipped,6,completed
ORD6589665,CUST944613,2024-06-06 00:00:00,Jumia,312751.66,4110.97,cash_on_delivery,Paga,Lagos,delivered,6,completed
ORD1392151,CUST746613,2024-01-15 00:00:00,Jumia,365683.22,3183.88,bank_transfer,Flutterwave,Port Harcourt,delivered,6,completed
ORD9013863,CUST607860,2024-06-04 00:00:00,Shoprite Online,107577.12,4790.38,debit_card,Flutterwave,Warri,shipped,3,processing
ORD9179358,CUST925772,2024-03-09 00:00:00,Chowdeck,233652.46,4469.14,debit_card,Paystack,Jos,delivered,5,completed
ORD9561871,CUST745375,2024-04-04 00:00:00,Konga,365374.75,2540.84,cash_on_delivery,Interswitch,Enugu,delivered,3,completed
ORD5716820,CUST705456,2024-07-25 00:00:00,Konga,365441.93,3359.26,cash_on_delivery,Paga,Benin City,delivered,2,completed
ORD1357947,CUST248697,2024-04-22 00:00:00,Konga,96837.8,1510.24,cash_on_delivery,Paga,Jos,delivered,6,processing
ORD7772760,CUST426864,2024-06-11 00:00:00,PayPorte,163513.26,4772.41,bank_transfer,Quickteller,Warri,delivered,2,completed
ORD8075450,CUST204827,2024-04-25 00:00:00,Jumia,184273.59,3263.69,cash_on_delivery,Flutterwave,Abeokuta,delivered,4,completed
ORD4020190,CUST184976,2024-09-29 00:00:00,Konga,254258.37,2616.47,cash_on_delivery,Paga,Ibadan,delivered,6,processing
ORD8515101,CUST210955,2024-07-31 00:00:00,Slot,97301.0,2617.8,bank_transfer,Interswitch,Ibadan,shipped,3,completed
ORD5575573,CUST908998,2024-07-18 00:00:00,Jiji,364297.83,3700.95,cash_on_delivery,Paga,Calabar,delivered,4,completed
ORD8142591,CUST303520,2024-04-04 00:00:00,Konga,160922.57,4897.4,cash_on_delivery,Paystack,Enugu,shipped,2,processing
ORD2143869,CUST195871,2024-04-04 00:00:00,Jiji,75123.14,3185.34,cash_on_delivery,Paystack,Onitsha,delivered,5,completed
ORD4772489,CUST349520,2024-07-13 00:00:00,Jumia,353126.18,1703.81,cash_on_delivery,Paga,Lagos,delivered,4,completed
ORD4984124,CUST438043,2024-04-01 00:00:00,Jiji,132088.48,1591.04,cash_on_delivery,Flutterwave,Calabar,delivered,4,completed
ORD7964747,CUST954545,2024-06-21 00:00:00,Jiji,26907.76,3701.65,cash_on_delivery,Flutterwave,Kano,delivered,2,completed
ORD6213902,CUST759384,2024-08-14 00:00:00,Jumia,432550.95,1231.58,cash_on_delivery,Paystack,Abuja,delivered,6,completed
ORD7989615,CUST372097,2024-05-07 00:00:00,Konga,187901.1,1178.43,bank_transfer,Flutterwave,Kaduna,pending,2,cancelled
ORD2788516,CUST433325,2024-07-03 00:00:00,Jumia,435086.56,3669.46,cash_on_delivery,Paga,Ilorin,pending,3,completed
ORD7232573,CUST800961,2024-06-07 00:00:00,Glovo,482590.49,2049.3,mobile_money,Flutterwave,Jos,delivered,5,completed
ORD4398781,CUST260988,2024-02-18 00:00:00,Konga,205530.41,1137.11,bank_transfer,Paystack,Jos,pending,6,completed
ORD3844569,CUST943507,2024-08-30 00:00:00,PayPorte,257261.13,3945.35,cash_on_delivery,Paystack,Onitsha,cancelled,5,cancelled
ORD9124990,CUST137634,2024-02-28 00:00:00,Jiji,390150.78,3901.5,debit_card,Flutterwave,Port Harcourt,delivered,7,completed
ORD9715545,CUST488982,2024-02-21 00:00:00,Konga,219590.26,2688.93,debit_card,Paystack,Benin City,delivered,4,completed
ORD3557863,CUST936764,2024-01-29 00:00:00,Jiji,93987.26,2593.49,cash_on_delivery,Interswitch,Onitsha,delivered,2,completed
ORD5649665,CUST565963,2024-08-26 00:00:00,Jiji,246119.64,3886.12,cash_on_delivery,Paga,Jos,delivered,4,completed
ORD5197048,CUST178132,2024-03-22 00:00:00,Jiji,77295.43,2397.13,cash_on_delivery,Remita,Onitsha,shipped,4,completed
ORD8251533,CUST861455,2024-09-26 00:00:00,Chowdeck,383497.68,2128.17,debit_card,Paga,Ibadan,pending,6,completed
ORD1977262,CUST839627,2024-08-20 00:00:00,Jiji,365336.4,3861.1,bank_transfer,Interswitch,Aba,pending,6,completed
ORD4858892,CUST370479,2024-07-11 00:00:00,PayPorte,282904.25,2925.22,mobile_money,Interswitch,Benin City,pending,2,completed
ORD1461574,CUST406015,2024-10-10 00:00:00,Jumia,69431.15,2343.1,cash_on_delivery,Quickteller,Lagos,delivered,7,cancelled
ORD2106865,CUST113888,2024-08-09 00:00:00,Jiji,494741.84,1504.78,debit_card,Paystack,Warri,shipped,6,completed
ORD7192221,CUST808286,2024-06-27 00:00:00,Konga,115410.8,4293.63,ussd,Flutterwave,Lagos,delivered,4,completed
ORD3806783,CUST450506,2024-06-29 00:00:00,Jumia,434003.19,4499.27,debit_card,Paystack,Ilorin,pending,1,completed
ORD8630514,CUST863731,2024-09-28 00:00:00,Konga,379866.25,3575.51,cash_on_delivery,Paga,Ibadan,delivered,2,completed
ORD6782396,CUST779935,2024-03-21 00:00:00,Jumia,433363.51,2605.1,cash_on_delivery,Remita,Lagos,delivered,1,completed
